# Assembly name:  ASM1834038v1
# Organism name:  Cyprinus carpio (common carp)
# Isolate:  SPL01
# Taxid:          7962
# BioSample:      SAMN17005855
# BioProject:     PRJNA682709
# Submitter:      Chinese Academy of Fishery Sciences
# Date:           2021-05-12
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JAEOAB01
# Assembly method: wtdbg v. 2; quickmerge v. 1
# Expected final version: Yes
# Genome coverage: 184.8x
# Sequencing technology: PacBio; Oxford Nanopore; Illumina HiSeq
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_018340385.1
# RefSeq assembly accession: GCF_018340385.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_018340415.1	GCF_018340415.1	Primary Assembly
## GCA_018340445.1	GCF_000029015.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
S000005155	unplaced-scaffold	na	na	JAEOAB010005143.1	=	NW_024877840.1	Primary Assembly	1705	na
S000005156	unplaced-scaffold	na	na	JAEOAB010005144.1	=	NW_024877841.1	Primary Assembly	2124	na
S000005157	unplaced-scaffold	na	na	JAEOAB010005145.1	=	NW_024877842.1	Primary Assembly	3792	na
S000005158	unplaced-scaffold	na	na	JAEOAB010005146.1	=	NW_024877843.1	Primary Assembly	1792	na
S000005159	unplaced-scaffold	na	na	JAEOAB010005147.1	=	NW_024877844.1	Primary Assembly	2026	na
S000005160	unplaced-scaffold	na	na	JAEOAB010005148.1	=	NW_024877845.1	Primary Assembly	1887	na
S000005161	unplaced-scaffold	na	na	JAEOAB010005149.1	=	NW_024877846.1	Primary Assembly	1823	na
S000005162	unplaced-scaffold	na	na	JAEOAB010005150.1	=	NW_024877847.1	Primary Assembly	1857	na
S000005163	unplaced-scaffold	na	na	JAEOAB010005151.1	=	NW_024877848.1	Primary Assembly	1509	na
S000005164	unplaced-scaffold	na	na	JAEOAB010005152.1	=	NW_024877849.1	Primary Assembly	2534	na
S000005165	unplaced-scaffold	na	na	JAEOAB010005153.1	=	NW_024877850.1	Primary Assembly	1904	na
S000005166	unplaced-scaffold	na	na	JAEOAB010005154.1	=	NW_024877851.1	Primary Assembly	1830	na
S000005167	unplaced-scaffold	na	na	JAEOAB010005155.1	=	NW_024877852.1	Primary Assembly	1891	na
S000005168	unplaced-scaffold	na	na	JAEOAB010005156.1	=	NW_024877853.1	Primary Assembly	1657	na
S000005169	unplaced-scaffold	na	na	JAEOAB010005157.1	=	NW_024877854.1	Primary Assembly	2062	na
S000005170	unplaced-scaffold	na	na	JAEOAB010005158.1	=	NW_024877855.1	Primary Assembly	2294	na
S000005171	unplaced-scaffold	na	na	JAEOAB010005159.1	=	NW_024877856.1	Primary Assembly	1662	na
S000005172	unplaced-scaffold	na	na	JAEOAB010005160.1	=	NW_024877857.1	Primary Assembly	1989	na
S000005173	unplaced-scaffold	na	na	JAEOAB010005161.1	=	NW_024877858.1	Primary Assembly	8603	na
S000005174	unplaced-scaffold	na	na	JAEOAB010005162.1	=	NW_024877859.1	Primary Assembly	1763	na
S000005175	unplaced-scaffold	na	na	JAEOAB010005163.1	=	NW_024877860.1	Primary Assembly	3646	na
S000005176	unplaced-scaffold	na	na	JAEOAB010005164.1	=	NW_024877861.1	Primary Assembly	1527	na
S000005177	unplaced-scaffold	na	na	JAEOAB010005165.1	=	NW_024877862.1	Primary Assembly	2009	na
S000005178	unplaced-scaffold	na	na	JAEOAB010005166.1	=	NW_024877863.1	Primary Assembly	1080	na
S000005179	unplaced-scaffold	na	na	JAEOAB010005167.1	=	NW_024877864.1	Primary Assembly	1938	na
S000005180	unplaced-scaffold	na	na	JAEOAB010005168.1	=	NW_024877865.1	Primary Assembly	2226	na
S000005181	unplaced-scaffold	na	na	JAEOAB010005169.1	=	NW_024877866.1	Primary Assembly	1815	na
S000005182	unplaced-scaffold	na	na	JAEOAB010005170.1	=	NW_024877867.1	Primary Assembly	1841	na
S000005183	unplaced-scaffold	na	na	JAEOAB010005171.1	=	NW_024877868.1	Primary Assembly	1813	na
S000005184	unplaced-scaffold	na	na	JAEOAB010005172.1	=	NW_024877869.1	Primary Assembly	1852	na
S000005185	unplaced-scaffold	na	na	JAEOAB010005173.1	=	NW_024877870.1	Primary Assembly	1462	na
S000005186	unplaced-scaffold	na	na	JAEOAB010005174.1	=	NW_024877871.1	Primary Assembly	1964	na
S000005187	unplaced-scaffold	na	na	JAEOAB010005175.1	=	NW_024877872.1	Primary Assembly	1768	na
S000005188	unplaced-scaffold	na	na	JAEOAB010005176.1	=	NW_024877873.1	Primary Assembly	2003	na
S000005189	unplaced-scaffold	na	na	JAEOAB010005177.1	=	NW_024877874.1	Primary Assembly	6182	na
S000005190	unplaced-scaffold	na	na	JAEOAB010005178.1	=	NW_024877875.1	Primary Assembly	1581	na
S000005191	unplaced-scaffold	na	na	JAEOAB010005179.1	=	NW_024877876.1	Primary Assembly	1890	na
S000005192	unplaced-scaffold	na	na	JAEOAB010005180.1	=	NW_024877877.1	Primary Assembly	1698	na
S000005193	unplaced-scaffold	na	na	JAEOAB010005181.1	=	NW_024877878.1	Primary Assembly	2048	na
S000005194	unplaced-scaffold	na	na	JAEOAB010005182.1	=	NW_024877879.1	Primary Assembly	1866	na
S000005195	unplaced-scaffold	na	na	JAEOAB010005183.1	=	NW_024877880.1	Primary Assembly	1770	na
S000005196	unplaced-scaffold	na	na	JAEOAB010005184.1	=	NW_024877881.1	Primary Assembly	2197	na
S000005197	unplaced-scaffold	na	na	JAEOAB010005185.1	=	NW_024877882.1	Primary Assembly	2710	na
S000005198	unplaced-scaffold	na	na	JAEOAB010005186.1	=	NW_024877883.1	Primary Assembly	1658	na
S000005199	unplaced-scaffold	na	na	JAEOAB010005187.1	=	NW_024877884.1	Primary Assembly	1807	na
S000005200	unplaced-scaffold	na	na	JAEOAB010005188.1	=	NW_024877885.1	Primary Assembly	1920	na
S000005201	unplaced-scaffold	na	na	JAEOAB010005189.1	=	NW_024877886.1	Primary Assembly	1968	na
S000005202	unplaced-scaffold	na	na	JAEOAB010005190.1	=	NW_024877887.1	Primary Assembly	3233	na
S000005203	unplaced-scaffold	na	na	JAEOAB010005191.1	=	NW_024877888.1	Primary Assembly	1817	na
S000005204	unplaced-scaffold	na	na	JAEOAB010005192.1	=	NW_024877889.1	Primary Assembly	2783	na
S000005205	unplaced-scaffold	na	na	JAEOAB010005193.1	=	NW_024877890.1	Primary Assembly	1876	na
S000005206	unplaced-scaffold	na	na	JAEOAB010005194.1	=	NW_024877891.1	Primary Assembly	3064	na
S000005207	unplaced-scaffold	na	na	JAEOAB010005195.1	=	NW_024877892.1	Primary Assembly	1838	na
S000005208	unplaced-scaffold	na	na	JAEOAB010005196.1	=	NW_024877893.1	Primary Assembly	1724	na
S000005209	unplaced-scaffold	na	na	JAEOAB010005197.1	=	NW_024877894.1	Primary Assembly	1895	na
S000005210	unplaced-scaffold	na	na	JAEOAB010005198.1	=	NW_024877895.1	Primary Assembly	1885	na
S000005211	unplaced-scaffold	na	na	JAEOAB010005199.1	=	NW_024877896.1	Primary Assembly	1763	na
S000005212	unplaced-scaffold	na	na	JAEOAB010005200.1	=	NW_024877897.1	Primary Assembly	1964	na
S000005213	unplaced-scaffold	na	na	JAEOAB010005201.1	=	NW_024877898.1	Primary Assembly	1777	na
S000005214	unplaced-scaffold	na	na	JAEOAB010005202.1	=	NW_024877899.1	Primary Assembly	2208	na
S000005215	unplaced-scaffold	na	na	JAEOAB010005203.1	=	NW_024877900.1	Primary Assembly	2163	na
S000005216	unplaced-scaffold	na	na	JAEOAB010005204.1	=	NW_024877901.1	Primary Assembly	1654	na
S000005217	unplaced-scaffold	na	na	JAEOAB010005205.1	=	NW_024877902.1	Primary Assembly	2174	na
S000005218	unplaced-scaffold	na	na	JAEOAB010005206.1	=	NW_024877903.1	Primary Assembly	3693	na
S000005219	unplaced-scaffold	na	na	JAEOAB010005207.1	=	NW_024877904.1	Primary Assembly	1925	na
S000005220	unplaced-scaffold	na	na	JAEOAB010005208.1	=	NW_024877905.1	Primary Assembly	1942	na
S000005221	unplaced-scaffold	na	na	JAEOAB010005209.1	=	NW_024877906.1	Primary Assembly	3180	na
S000005222	unplaced-scaffold	na	na	JAEOAB010005210.1	=	NW_024877907.1	Primary Assembly	1921	na
S000005223	unplaced-scaffold	na	na	JAEOAB010005211.1	=	NW_024877908.1	Primary Assembly	1868	na
S000005224	unplaced-scaffold	na	na	JAEOAB010005212.1	=	NW_024877909.1	Primary Assembly	2872	na
S000005225	unplaced-scaffold	na	na	JAEOAB010005213.1	=	NW_024877910.1	Primary Assembly	1822	na
S000005226	unplaced-scaffold	na	na	JAEOAB010005214.1	=	NW_024877911.1	Primary Assembly	2578	na
S000005227	unplaced-scaffold	na	na	JAEOAB010005215.1	=	NW_024877912.1	Primary Assembly	2322	na
S000005228	unplaced-scaffold	na	na	JAEOAB010005216.1	=	NW_024877913.1	Primary Assembly	1643	na
S000005229	unplaced-scaffold	na	na	JAEOAB010005217.1	=	NW_024877914.1	Primary Assembly	1931	na
S000005230	unplaced-scaffold	na	na	JAEOAB010005218.1	=	NW_024877915.1	Primary Assembly	2133	na
S000005231	unplaced-scaffold	na	na	JAEOAB010005219.1	=	NW_024877916.1	Primary Assembly	1876	na
S000005232	unplaced-scaffold	na	na	JAEOAB010005220.1	=	NW_024877917.1	Primary Assembly	1959	na
S000005233	unplaced-scaffold	na	na	JAEOAB010005221.1	=	NW_024877918.1	Primary Assembly	1952	na
S000005234	unplaced-scaffold	na	na	JAEOAB010005222.1	=	NW_024877919.1	Primary Assembly	4130	na
S000005235	unplaced-scaffold	na	na	JAEOAB010005223.1	=	NW_024877920.1	Primary Assembly	2018	na
S000005236	unplaced-scaffold	na	na	JAEOAB010005224.1	=	NW_024877921.1	Primary Assembly	2002	na
S000005237	unplaced-scaffold	na	na	JAEOAB010005225.1	=	NW_024877922.1	Primary Assembly	1885	na
S000005238	unplaced-scaffold	na	na	JAEOAB010005226.1	=	NW_024877923.1	Primary Assembly	2387	na
S000005239	unplaced-scaffold	na	na	JAEOAB010005227.1	=	NW_024877924.1	Primary Assembly	1926	na
S000005240	unplaced-scaffold	na	na	JAEOAB010005228.1	=	NW_024877925.1	Primary Assembly	2010	na
S000005241	unplaced-scaffold	na	na	JAEOAB010005229.1	=	NW_024877926.1	Primary Assembly	2017	na
S000005242	unplaced-scaffold	na	na	JAEOAB010005230.1	=	NW_024877927.1	Primary Assembly	2190	na
S000005243	unplaced-scaffold	na	na	JAEOAB010005231.1	=	NW_024877928.1	Primary Assembly	4443	na
S000005244	unplaced-scaffold	na	na	JAEOAB010005232.1	=	NW_024877929.1	Primary Assembly	3427	na
S000005245	unplaced-scaffold	na	na	JAEOAB010005233.1	=	NW_024877930.1	Primary Assembly	1594	na
S000005246	unplaced-scaffold	na	na	JAEOAB010005234.1	=	NW_024877931.1	Primary Assembly	2897	na
S000005247	unplaced-scaffold	na	na	JAEOAB010005235.1	=	NW_024877932.1	Primary Assembly	1825	na
S000005248	unplaced-scaffold	na	na	JAEOAB010005236.1	=	NW_024877933.1	Primary Assembly	11685	na
S000005249	unplaced-scaffold	na	na	JAEOAB010005237.1	=	NW_024877934.1	Primary Assembly	1876	na
S000005250	unplaced-scaffold	na	na	JAEOAB010005238.1	=	NW_024877935.1	Primary Assembly	3275	na
S000005251	unplaced-scaffold	na	na	JAEOAB010005239.1	=	NW_024877936.1	Primary Assembly	2032	na
S000005252	unplaced-scaffold	na	na	JAEOAB010005240.1	=	NW_024877937.1	Primary Assembly	1910	na
S000005253	unplaced-scaffold	na	na	JAEOAB010005241.1	=	NW_024877938.1	Primary Assembly	2100	na
S000005254	unplaced-scaffold	na	na	JAEOAB010005242.1	=	NW_024877939.1	Primary Assembly	1639	na
S000005255	unplaced-scaffold	na	na	JAEOAB010005243.1	=	NW_024877940.1	Primary Assembly	1930	na
S000005256	unplaced-scaffold	na	na	JAEOAB010005244.1	=	NW_024877941.1	Primary Assembly	4072	na
S000005257	unplaced-scaffold	na	na	JAEOAB010005245.1	=	NW_024877942.1	Primary Assembly	2145	na
S000005258	unplaced-scaffold	na	na	JAEOAB010005246.1	=	NW_024877943.1	Primary Assembly	1934	na
S000005259	unplaced-scaffold	na	na	JAEOAB010005247.1	=	NW_024877944.1	Primary Assembly	2658	na
S000005260	unplaced-scaffold	na	na	JAEOAB010005248.1	=	NW_024877945.1	Primary Assembly	1975	na
S000005261	unplaced-scaffold	na	na	JAEOAB010005249.1	=	NW_024877946.1	Primary Assembly	1988	na
S000005262	unplaced-scaffold	na	na	JAEOAB010005250.1	=	NW_024877947.1	Primary Assembly	1913	na
S000005263	unplaced-scaffold	na	na	JAEOAB010005251.1	=	NW_024877948.1	Primary Assembly	1670	na
S000005264	unplaced-scaffold	na	na	JAEOAB010005252.1	=	NW_024877949.1	Primary Assembly	2142	na
S000005265	unplaced-scaffold	na	na	JAEOAB010005253.1	=	NW_024877950.1	Primary Assembly	2693	na
S000005266	unplaced-scaffold	na	na	JAEOAB010005254.1	=	NW_024877951.1	Primary Assembly	2256	na
S000005267	unplaced-scaffold	na	na	JAEOAB010005255.1	=	NW_024877952.1	Primary Assembly	1786	na
S000005268	unplaced-scaffold	na	na	JAEOAB010005256.1	=	NW_024877953.1	Primary Assembly	2304	na
S000005269	unplaced-scaffold	na	na	JAEOAB010005257.1	=	NW_024877954.1	Primary Assembly	1687	na
S000005270	unplaced-scaffold	na	na	JAEOAB010005258.1	=	NW_024877955.1	Primary Assembly	1732	na
S000005271	unplaced-scaffold	na	na	JAEOAB010005259.1	=	NW_024877956.1	Primary Assembly	2390	na
S000005272	unplaced-scaffold	na	na	JAEOAB010005260.1	=	NW_024877957.1	Primary Assembly	1269	na
S000005273	unplaced-scaffold	na	na	JAEOAB010005261.1	=	NW_024877958.1	Primary Assembly	2051	na
S000005274	unplaced-scaffold	na	na	JAEOAB010005262.1	=	NW_024877959.1	Primary Assembly	1849	na
S000005275	unplaced-scaffold	na	na	JAEOAB010005263.1	=	NW_024877960.1	Primary Assembly	6905	na
S000005276	unplaced-scaffold	na	na	JAEOAB010005264.1	=	NW_024877961.1	Primary Assembly	1955	na
S000005277	unplaced-scaffold	na	na	JAEOAB010005265.1	=	NW_024877962.1	Primary Assembly	1784	na
S000005278	unplaced-scaffold	na	na	JAEOAB010005266.1	=	NW_024877963.1	Primary Assembly	1930	na
S000005279	unplaced-scaffold	na	na	JAEOAB010005267.1	=	NW_024877964.1	Primary Assembly	1354	na
S000005280	unplaced-scaffold	na	na	JAEOAB010005268.1	=	NW_024877965.1	Primary Assembly	1978	na
S000005281	unplaced-scaffold	na	na	JAEOAB010005269.1	=	NW_024877966.1	Primary Assembly	2053	na
S000005282	unplaced-scaffold	na	na	JAEOAB010005270.1	=	NW_024877967.1	Primary Assembly	2026	na
S000005283	unplaced-scaffold	na	na	JAEOAB010005271.1	=	NW_024877968.1	Primary Assembly	1674	na
S000005284	unplaced-scaffold	na	na	JAEOAB010005272.1	=	NW_024877969.1	Primary Assembly	1868	na
S000005285	unplaced-scaffold	na	na	JAEOAB010005273.1	=	NW_024877970.1	Primary Assembly	1575	na
S000005286	unplaced-scaffold	na	na	JAEOAB010005274.1	=	NW_024877971.1	Primary Assembly	1959	na
S000005287	unplaced-scaffold	na	na	JAEOAB010005275.1	=	NW_024877972.1	Primary Assembly	2631	na
S000005288	unplaced-scaffold	na	na	JAEOAB010005276.1	=	NW_024877973.1	Primary Assembly	1939	na
S000005289	unplaced-scaffold	na	na	JAEOAB010005277.1	=	NW_024877974.1	Primary Assembly	2780	na
S000005290	unplaced-scaffold	na	na	JAEOAB010005278.1	=	NW_024877975.1	Primary Assembly	1315	na
S000005291	unplaced-scaffold	na	na	JAEOAB010005279.1	=	NW_024877976.1	Primary Assembly	1662	na
S000005292	unplaced-scaffold	na	na	JAEOAB010005280.1	=	NW_024877977.1	Primary Assembly	2002	na
S000005293	unplaced-scaffold	na	na	JAEOAB010005281.1	=	NW_024877978.1	Primary Assembly	1807	na
S000005294	unplaced-scaffold	na	na	JAEOAB010005282.1	=	NW_024877979.1	Primary Assembly	1820	na
S000005295	unplaced-scaffold	na	na	JAEOAB010005283.1	=	NW_024877980.1	Primary Assembly	1859	na
S000005296	unplaced-scaffold	na	na	JAEOAB010005284.1	=	NW_024877981.1	Primary Assembly	1823	na
S000005297	unplaced-scaffold	na	na	JAEOAB010005285.1	=	NW_024877982.1	Primary Assembly	2223	na
S000005298	unplaced-scaffold	na	na	JAEOAB010005286.1	=	NW_024877983.1	Primary Assembly	1947	na
S000005299	unplaced-scaffold	na	na	JAEOAB010005287.1	=	NW_024877984.1	Primary Assembly	1717	na
S000005300	unplaced-scaffold	na	na	JAEOAB010005288.1	=	NW_024877985.1	Primary Assembly	3071	na
S000005301	unplaced-scaffold	na	na	JAEOAB010005289.1	=	NW_024877986.1	Primary Assembly	2092	na
S000005302	unplaced-scaffold	na	na	JAEOAB010005290.1	=	NW_024877987.1	Primary Assembly	3269	na
S000005303	unplaced-scaffold	na	na	JAEOAB010005291.1	=	NW_024877988.1	Primary Assembly	2560	na
S000005304	unplaced-scaffold	na	na	JAEOAB010005292.1	=	NW_024877989.1	Primary Assembly	1969	na
S000005305	unplaced-scaffold	na	na	JAEOAB010005293.1	=	NW_024877990.1	Primary Assembly	644	na
S000005306	unplaced-scaffold	na	na	JAEOAB010005294.1	=	NW_024877991.1	Primary Assembly	759	na
S000005307	unplaced-scaffold	na	na	JAEOAB010005295.1	=	NW_024877992.1	Primary Assembly	1877	na
S000005308	unplaced-scaffold	na	na	JAEOAB010005296.1	=	NW_024877993.1	Primary Assembly	981	na
S000005309	unplaced-scaffold	na	na	JAEOAB010005297.1	=	NW_024877994.1	Primary Assembly	1787	na
S000005310	unplaced-scaffold	na	na	JAEOAB010005298.1	=	NW_024877995.1	Primary Assembly	1457	na
S000005311	unplaced-scaffold	na	na	JAEOAB010005299.1	=	NW_024877996.1	Primary Assembly	1962	na
S000005312	unplaced-scaffold	na	na	JAEOAB010005300.1	=	NW_024877997.1	Primary Assembly	1871	na
S000005313	unplaced-scaffold	na	na	JAEOAB010005301.1	=	NW_024877998.1	Primary Assembly	3502	na
S000005314	unplaced-scaffold	na	na	JAEOAB010005302.1	=	NW_024877999.1	Primary Assembly	1729	na
S000005315	unplaced-scaffold	na	na	JAEOAB010005303.1	=	NW_024878000.1	Primary Assembly	1677	na
S000005316	unplaced-scaffold	na	na	JAEOAB010005304.1	=	NW_024878001.1	Primary Assembly	2100	na
S000005317	unplaced-scaffold	na	na	JAEOAB010005305.1	=	NW_024878002.1	Primary Assembly	5992	na
S000005318	unplaced-scaffold	na	na	JAEOAB010005306.1	=	NW_024878003.1	Primary Assembly	2098	na
S000005319	unplaced-scaffold	na	na	JAEOAB010005307.1	=	NW_024878004.1	Primary Assembly	1347	na
S000005320	unplaced-scaffold	na	na	JAEOAB010005308.1	=	NW_024878005.1	Primary Assembly	1853	na
S000005321	unplaced-scaffold	na	na	JAEOAB010005309.1	=	NW_024878006.1	Primary Assembly	1916	na
S000005322	unplaced-scaffold	na	na	JAEOAB010005310.1	=	NW_024878007.1	Primary Assembly	2495	na
S000005323	unplaced-scaffold	na	na	JAEOAB010005311.1	=	NW_024878008.1	Primary Assembly	1924	na
S000005324	unplaced-scaffold	na	na	JAEOAB010005312.1	=	NW_024878009.1	Primary Assembly	1977	na
S000005325	unplaced-scaffold	na	na	JAEOAB010005313.1	=	NW_024878010.1	Primary Assembly	1344	na
S000005326	unplaced-scaffold	na	na	JAEOAB010005314.1	=	NW_024878011.1	Primary Assembly	1826	na
S000005327	unplaced-scaffold	na	na	JAEOAB010005315.1	=	NW_024878012.1	Primary Assembly	2090	na
S000005328	unplaced-scaffold	na	na	JAEOAB010005316.1	=	NW_024878013.1	Primary Assembly	1706	na
S000005329	unplaced-scaffold	na	na	JAEOAB010005317.1	=	NW_024878014.1	Primary Assembly	3698	na
S000005330	unplaced-scaffold	na	na	JAEOAB010005318.1	=	NW_024878015.1	Primary Assembly	3546	na
S000005331	unplaced-scaffold	na	na	JAEOAB010005319.1	=	NW_024878016.1	Primary Assembly	1812	na
S000005332	unplaced-scaffold	na	na	JAEOAB010005320.1	=	NW_024878017.1	Primary Assembly	1691	na
S000005333	unplaced-scaffold	na	na	JAEOAB010005321.1	=	NW_024878018.1	Primary Assembly	1994	na
S000005334	unplaced-scaffold	na	na	JAEOAB010005322.1	=	NW_024878019.1	Primary Assembly	1897	na
S000005335	unplaced-scaffold	na	na	JAEOAB010005323.1	=	NW_024878020.1	Primary Assembly	773	na
S000005336	unplaced-scaffold	na	na	JAEOAB010005324.1	=	NW_024878021.1	Primary Assembly	1796	na
S000005337	unplaced-scaffold	na	na	JAEOAB010005325.1	=	NW_024878022.1	Primary Assembly	1904	na
S000005338	unplaced-scaffold	na	na	JAEOAB010005326.1	=	NW_024878023.1	Primary Assembly	2206	na
S000005339	unplaced-scaffold	na	na	JAEOAB010005327.1	=	NW_024878024.1	Primary Assembly	1706	na
S000005340	unplaced-scaffold	na	na	JAEOAB010005328.1	=	NW_024878025.1	Primary Assembly	2935	na
S000005341	unplaced-scaffold	na	na	JAEOAB010005329.1	=	NW_024878026.1	Primary Assembly	1892	na
S000005342	unplaced-scaffold	na	na	JAEOAB010005330.1	=	NW_024878027.1	Primary Assembly	1388	na
S000005343	unplaced-scaffold	na	na	JAEOAB010005331.1	=	NW_024878028.1	Primary Assembly	2985	na
S000005344	unplaced-scaffold	na	na	JAEOAB010005332.1	=	NW_024878029.1	Primary Assembly	1881	na
S000005345	unplaced-scaffold	na	na	JAEOAB010005333.1	=	NW_024878030.1	Primary Assembly	2226	na
S000005346	unplaced-scaffold	na	na	JAEOAB010005334.1	=	NW_024878031.1	Primary Assembly	2139	na
S000005347	unplaced-scaffold	na	na	JAEOAB010005335.1	=	NW_024878032.1	Primary Assembly	5550	na
S000005348	unplaced-scaffold	na	na	JAEOAB010005336.1	=	NW_024878033.1	Primary Assembly	1861	na
S000005349	unplaced-scaffold	na	na	JAEOAB010005337.1	=	NW_024878034.1	Primary Assembly	1791	na
S000005350	unplaced-scaffold	na	na	JAEOAB010005338.1	=	NW_024878035.1	Primary Assembly	1571	na
S000005351	unplaced-scaffold	na	na	JAEOAB010005339.1	=	NW_024878036.1	Primary Assembly	6754	na
S000005352	unplaced-scaffold	na	na	JAEOAB010005340.1	=	NW_024878037.1	Primary Assembly	1942	na
S000005353	unplaced-scaffold	na	na	JAEOAB010005341.1	=	NW_024878038.1	Primary Assembly	2036	na
S000005354	unplaced-scaffold	na	na	JAEOAB010005342.1	=	NW_024878039.1	Primary Assembly	1559	na
S000005355	unplaced-scaffold	na	na	JAEOAB010005343.1	=	NW_024878040.1	Primary Assembly	2803	na
S000005356	unplaced-scaffold	na	na	JAEOAB010005344.1	=	NW_024878041.1	Primary Assembly	2321	na
S000005357	unplaced-scaffold	na	na	JAEOAB010005345.1	=	NW_024878042.1	Primary Assembly	1929	na
S000005358	unplaced-scaffold	na	na	JAEOAB010005346.1	=	NW_024878043.1	Primary Assembly	2075	na
S000005359	unplaced-scaffold	na	na	JAEOAB010005347.1	=	NW_024878044.1	Primary Assembly	5934	na
S000005360	unplaced-scaffold	na	na	JAEOAB010005348.1	=	NW_024878045.1	Primary Assembly	1854	na
S000005361	unplaced-scaffold	na	na	JAEOAB010005349.1	=	NW_024878046.1	Primary Assembly	2713	na
S000005362	unplaced-scaffold	na	na	JAEOAB010005350.1	=	NW_024878047.1	Primary Assembly	1783	na
S000005363	unplaced-scaffold	na	na	JAEOAB010005351.1	=	NW_024878048.1	Primary Assembly	1782	na
S000005364	unplaced-scaffold	na	na	JAEOAB010005352.1	=	NW_024878049.1	Primary Assembly	1488	na
S000005365	unplaced-scaffold	na	na	JAEOAB010005353.1	=	NW_024878050.1	Primary Assembly	1619	na
S000005366	unplaced-scaffold	na	na	JAEOAB010005354.1	=	NW_024878051.1	Primary Assembly	1926	na
S000005367	unplaced-scaffold	na	na	JAEOAB010005355.1	=	NW_024878052.1	Primary Assembly	1846	na
S000005368	unplaced-scaffold	na	na	JAEOAB010005356.1	=	NW_024878053.1	Primary Assembly	2492	na
S000005369	unplaced-scaffold	na	na	JAEOAB010005357.1	=	NW_024878054.1	Primary Assembly	349	na
S000005370	unplaced-scaffold	na	na	JAEOAB010005358.1	=	NW_024878055.1	Primary Assembly	2711	na
S000005371	unplaced-scaffold	na	na	JAEOAB010005359.1	=	NW_024878056.1	Primary Assembly	2672	na
S000005372	unplaced-scaffold	na	na	JAEOAB010005360.1	=	NW_024878057.1	Primary Assembly	2471	na
S000005373	unplaced-scaffold	na	na	JAEOAB010005361.1	=	NW_024878058.1	Primary Assembly	1127	na
S000005374	unplaced-scaffold	na	na	JAEOAB010005362.1	=	NW_024878059.1	Primary Assembly	2039	na
S000005375	unplaced-scaffold	na	na	JAEOAB010005363.1	=	NW_024878060.1	Primary Assembly	5146	na
S000005376	unplaced-scaffold	na	na	JAEOAB010005364.1	=	NW_024878061.1	Primary Assembly	1924	na
S000005377	unplaced-scaffold	na	na	JAEOAB010005365.1	=	NW_024878062.1	Primary Assembly	1964	na
S000005378	unplaced-scaffold	na	na	JAEOAB010005366.1	=	NW_024878063.1	Primary Assembly	2214	na
S000005379	unplaced-scaffold	na	na	JAEOAB010005367.1	=	NW_024878064.1	Primary Assembly	1827	na
S000005380	unplaced-scaffold	na	na	JAEOAB010005368.1	=	NW_024878065.1	Primary Assembly	2333	na
